move_id,original_gs_korean,latest_korean,final_korean,name_changed,change_category,verification_status,source_agreement,pkhex_source,pkhex_commit,pokeapi_source,pokeapi_commit,source_accessed_date,original_encoded_length_bytes,latest_encoded_length_bytes,record_byte_delta_with_terminator,latest_encoded_hex,bank_hex,cpu_address_hex,file_offset_hex,original_raw_hex,original_gs_korean_description,description_cpu_address_hex,description_next_count
123,스모그,스모그,스모그,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,06 4a 04 90 01 a7,0x6C,0x5A5C,0x1B1A5C,06 4a 04 90 01 a7,배기가스를 뿜어서 공격<NEXT>적에게 중독을 시키기도 한다,0x593E,1
124,오물공격,오물공격,오물공격,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,07 20 04 b0 01 68 01 3d,0x6C,0x5A63,0x1B1A63,07 20 04 b0 01 68 01 3d,오물을 던져서 공격한다<NEXT>적을 중독시키기도 한다,0x5971,1
125,뼈다귀치기,뼈다귀치기,뼈다귀치기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,05 90 02 d9 01 9d 09 01 01 b2,0x6C,0x5A6C,0x1B1A6C,05 90 02 d9 01 9d 09 01 01 b2,손에 쥔 뼈다귀로 적을 공격<NEXT>적의 기세를 꺾기도 한다,0x599F,1
126,불대문자,불대문자,불대문자,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,05 32 02 eb 04 ae 07 aa,0x6C,0x5A77,0x1B1A77,05 32 02 eb 04 ae 07 aa,큰 대자가 모든 것을 태워버린다<NEXT>적에게 화상을 입히기도 한다,0x59D2,1
127,폭포오르기,폭포오르기,폭포오르기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,0a 28 0a 27 07 20 04 33 01 b2,0x6C,0x5A80,0x1B1A80,0a 28 0a 27 07 20 04 33 01 b2,폭포를 거슬러 오르는 듯한<NEXT>기백으로 적에게 돌진한다,0x5A0D,1
128,껍질끼우기,껍질끼우기,껍질끼우기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,01 de 08 2a 02 32 07 4c 01 b2,0x6C,0x5A8B,0x1B1A8B,01 de 08 2a 02 32 07 4c 01 b2,2-5턴 동안에 적을<NEXT>껍질로 찝어 버린다,0x5A40,1
129,스피드스타,스피드스타,스피드스타,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,06 4a 0a 67 03 45 06 4a 09 88,0x6C,0x5A96,0x1B1A96,06 4a 0a 67 03 45 06 4a 09 88,절대 피할 수 없는 별 모양의<NEXT>광선을 무수히 발사한다,0x5A66,1
130,로케트박치기,로켓박치기,로켓박치기,True,RENAMED_OR_SPELLING,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,12,10,-2,03 fe 09 2f 04 da 09 01 01 b2,0x6C,0x5AA1,0x1B1AA1,03 fe 09 29 09 de 04 da 09 01 01 b2,1턴째에서 머리를 집어넣고<NEXT>다음 턴에서 적을 공격한다,0x5A99,1
131,가시대포,가시대포,가시대포,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,01 01 06 63 02 eb 0a 27,0x6C,0x5AAE,0x1B1AAE,01 01 06 63 02 eb 0a 27,날카로운 바늘을 적에게 발사해서<NEXT>2-5회 연속으로 공격,0x5ACD,1
132,휘감기,휘감기,휘감기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,0a d6 01 08 01 b2,0x6C,0x5AB7,0x1B1AB7,0a d6 01 08 01 b2,적에게 휘감겨서 공격한다<NEXT>적의 스피드를 둔화시키기도 한다,0x5B02,1
133,망각술,망각술,망각술,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,04 61 01 02 06 2a,0x6C,0x5ABE,0x1B1ABE,04 61 01 02 06 2a,일순 무엇인가를 잊어먹는 것으로<NEXT>특수방어를 높이 올린다,0x5B3B,1
134,숟가락휘기,숟가락휘기,숟가락휘기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,06 29 01 01 03 c4 0a d6 01 b2,0x6C,0x5AC5,0x1B1AC5,06 29 01 01 03 c4 0a d6 01 b2,적의 눈을 스푼에 주시하도록 해서<NEXT>명중률을 떨어뜨리게 한다,0x5B72,1
135,알낳기,알낳기,알낳기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,06 cb 02 4a 01 b2,0x6C,0x5AD0,0x1B1AD0,06 cb 02 4a 01 b2,상처 입은 몸을 체력의<NEXT>반정도 회복시킨다,0x5BAC,1
136,무릎차기,무릎차기,무릎차기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,04 ab 04 3d 08 97 01 b2,0x6C,0x5AD7,0x1B1AD7,04 ab 04 3d 08 97 01 b2,점프한 힘으로 연속 무릎차기 공격<NEXT>실패하면 데미지를 입는다,0x5BD4,1
137,뱀의미소,뱀눈초리,뱀눈초리,True,RENAMED_OR_SPELLING,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,04 ec 02 ab 08 ca 04 3e,0x6C,0x5AE0,0x1B1AE0,04 ec 07 97 04 cc 06 02,배의 모양으로 적을 위협해서<NEXT>겁을 먹게하여 마비시켜 버린다,0x5C0E,1
138,꿈먹기,꿈먹기,꿈먹기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,02 0e 04 74 01 b2,0x6C,0x5AE9,0x1B1AE9,02 0e 04 74 01 b2,자고있는 적에게 준 데미지의<NEXT>반을 체력으로 회복한다,0x5C48,1
139,독가스,독가스,독가스,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,03 16 01 01 06 4a,0x6C,0x5AF0,0x1B1AF0,03 16 01 01 06 4a,독가스를 적에게 뿌려서<NEXT>중독되게 만든다,0x5C7B,1
140,알던지기,구슬던지기,구슬던지기,True,RENAMED_OR_SPELLING,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,10,2,01 88 06 4d 02 f8 08 26 01 b2,0x6C,0x5AF7,0x1B1AF7,06 cb 02 f8 08 26 01 b2,둥근 물건을 적에게 던져서<NEXT>2-5회 연속으로 공격,0x5CA2,1
141,흡혈,흡혈,흡혈,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,4,4,0,0a ed 0a 97,0x6C,0x5B00,0x1B1B00,0a ed 0a 97,적에게 준 데미지의<NEXT>반을 체력으로 회복한다,0x5CD1,1
142,악마의키스,악마의키스,악마의키스,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,06 c7 04 46 07 97 09 80 06 4a,0x6C,0x5B05,0x1B1B05,06 c7 04 46 07 97 09 80 06 4a,무서운 얼굴로 키스를 한다<NEXT>키스를 당하면 잠들어 버린다,0x5CFB,1
143,불새,불새,불새,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,4,4,0,05 32 05 c5,0x6C,0x5B10,0x1B1B10,05 32 05 c5,1턴째에서 약점을 찾아서<NEXT>다음 턴에 적을 공격한다,0x5D31,1
144,변신,변신,변신,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,4,4,0,05 0f 06 65,0x6C,0x5B15,0x1B1B15,05 0f 06 65,적의 포켓몬과 같은 모습으로<NEXT>세포를 변화시켜 변신한다,0x5D61,1
145,거품,거품,거품,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,4,4,0,01 25 0a 40,0x6C,0x5B1A,0x1B1B1A,01 25 0a 40,거품을 뿜어서 공격한다<NEXT>적의 스피드를 둔화시키기도 한다,0x5D96,1
146,잼잼펀치,잼잼펀치,잼잼펀치,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,07 bb 07 bb 0a 0d 09 01,0x6C,0x5B1F,0x1B1B1F,07 bb 07 bb 0a 0d 09 01,어미와 새끼가 동시에 펀치로 공격<NEXT>적을 곤란상태로 만들기도 한다,0x5DCD,1
147,버섯포자,버섯포자,버섯포자,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,04 f6 05 e8 0a 27 07 aa,0x6C,0x5B28,0x1B1B28,04 f6 05 e8 0a 27 07 aa,최면효과가 있는 포자를<NEXT>뿌려서 적을 잠들게 만든다,0x5E0C,1
148,플래시,플래시,플래시,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,0a 63 03 d1 06 63,0x6C,0x5B31,0x1B1B31,0a 63 03 d1 06 63,강한 빛으로 눈을 멀게해서<NEXT>적의 명중률을 떨어뜨린다,0x5E3D,1
149,사이코웨이브,사이코웨이브,사이코웨이브,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,12,12,0,05 b7 07 9c 09 3a 07 6e 07 9c 05 4a,0x6C,0x5B38,0x1B1B38,05 b7 07 9c 09 3a 07 6e 07 9c 05 4a,이상한 염동파로 적을 공격<NEXT>사용할 때마다 위력이 변한다,0x5E70,1
150,튀어오르기,튀어오르기,튀어오르기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,09 d2 06 ee 07 20 04 33 01 b2,0x6C,0x5B45,0x1B1B45,09 d2 06 ee 07 20 04 33 01 b2,팔딱 튀기만 하고 아무 일도<NEXT>일어나지 않는다…,0x5EA6,1
151,녹기,녹기,녹기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,4,4,0,02 8c 01 b2,0x6C,0x5B50,0x1B1B50,02 8c 01 b2,몸을 액상으로 변화시켜서<NEXT>방어력을 팍 높인다,0x5ED3,1
152,찝게햄머,집게해머,집게해머,True,RENAMED_OR_SPELLING,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,08 2d 01 34 0a 78 04 73,0x6C,0x5B55,0x1B1B55,08 93 01 34 0a 7c 04 73,집게가위로 적을 때린다<NEXT>급소에 명중하기 쉽다,0x5EFF,1
153,대폭발,대폭발,대폭발,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,02 eb 0a 28 04 df,0x6C,0x5B5E,0x1B1B5E,02 eb 0a 28 04 df,적에게 데미지를 입히지만<NEXT>사용하면 전투불능이 되어버린다,0x5F2B,1
154,마구할퀴기,마구할퀴기,마구할퀴기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,04 46 01 88 0a 72 09 6b 01 b2,0x6C,0x5B65,0x1B1B65,04 46 01 88 0a 72 09 6b 01 b2,날카로운 손톱과 낫으로 할퀴어<NEXT>2-5회 연속으로 공격한다,0x5F63,1
155,뼈다귀부메랑,뼈다귀부메랑,뼈다귀부메랑,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,12,12,0,05 90 02 d9 01 9d 05 2e 04 7e 03 cb,0x6C,0x5B70,0x1B1B70,05 90 02 d9 01 9d 05 2e 04 7e 03 cb,뼈다귀를 던져 갔다가 돌아오면서<NEXT>2회 연속으로 공격한다,0x5F9A,1
156,잠자기,잠자기,잠자기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,07 b1 07 aa 01 b2,0x6C,0x5B7D,0x1B1B7D,07 b1 07 aa 01 b2,2턴 잠을 자서 체력과<NEXT>몸의 이상상태를 회복시킨다,0x5FD0,1
157,스톤샤워,스톤샤워,스톤샤워,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,06 4a 09 b6 05 ce 07 66,0x6C,0x5B84,0x1B1B84,06 4a 09 b6 05 ce 07 66,커다란 바위를 던진다<NEXT>적의 기세를 꺾기도 한다,0x6000,1
158,필살앞니,필살앞니,필살앞니,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,8,8,0,0a 6a 05 bc 06 d5 02 cf,0x6C,0x5B8D,0x1B1B8D,0a 6a 05 bc 06 d5 02 cf,날카로운 앞니로 적을 공격<NEXT>적을 물러서게 만들 때도 있다,0x602D,1
159,각지기,각지기,각지기,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,01 02 08 26 01 b2,0x6C,0x5B96,0x1B1B96,01 02 08 26 01 b2,폴리곤을 줄여서 각진 형상이 되어<NEXT>공격력을 높인다,0x6064,1
160,텍스쳐,텍스처,텍스처,True,RENAMED_OR_SPELLING,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,6,6,0,09 a8 06 4a 08 b3,0x6C,0x5B9D,0x1B1B9D,09 a8 06 4a 08 c4,기억하고 있는 기술 타입의<NEXT>어느것인지에 자신의 타입을 바꾼다,0x6095,1
161,트라이어택,트라이어택,트라이어택,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,09 de 03 c3 07 9c 06 ee 09 93,0x6C,0x5BA4,0x1B1BA4,09 de 03 c3 07 9c 06 ee 09 93,3종류의 광선을<NEXT>한 개로 모아서 적에게 발사한다,0x60D1,1
162,분노의앞니,분노의앞니,분노의앞니,False,UNCHANGED,CURRENT_LOCALIZATION_DATA_CONSENSUS,PKHEX_EQUALS_POKEAPI,https://github.com/kwsch/PKHeX/blob/master/PKHeX.Core/Resources/text/other/ko/text_Moves_ko.txt,556e2c142cdee41dbd092c2f9e7efc17e9456938,https://github.com/PokeAPI/pokeapi/blob/master/data/v2/csv/move_names.csv,8fe210b21c9abbe73de93670f3d5a346c80a3625,2026-09-10,10,10,0,05 30 02 8b 07 97 06 d5 02 cf,0x6C,0x5BAF,0x1B1BAF,05 30 02 8b 07 97 06 d5 02 cf,날카로운 앞니로 공격해서<NEXT>적의 체력을 반으로 만든다,0x60FF,1
