slot_index_zero_based,item_id_decimal,item_id_hex,slot_kind,pret_gen2_english_label,original_gs_korean,latest_korean,final_korean,name_changed,change_category,verification_status,source_agreement,canonical_identifier,canonical_english,pokeapi_korean,pkhex_korean,pkhex_item_index,original_encoded_length_bytes,latest_encoded_length_bytes,record_byte_delta_with_terminator,latest_encoded_hex,bank_hex,cpu_address_hex,file_offset_hex,original_raw_hex,original_gs_korean_description,description_cpu_address_hex
185,186,0xBA,NAMED_ITEM,MORPH MAIL,변신 메일,변신메일,변신메일,True,SPACING_NORMALIZATION,PROJECT_ORTHOGRAPHY_NORMALIZATION,NO_CURRENT_MIRROR_ROW,,,,,,9,8,-1,05 0f 06 65 04 7e 07 9f,0x6C,0x46E3,0x1B06E3,05 0f 06 65 7f 04 7e 07 9f,메타몽의 실루엣 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,0x5985
186,187,0xBB,NAMED_ITEM,BLUESKY MAIL,푸른하늘 메일,푸른하늘메일,푸른하늘메일,True,SPACING_NORMALIZATION,PROJECT_ORTHOGRAPHY_NORMALIZATION,NO_CURRENT_MIRROR_ROW,,,,,,13,12,-1,0a 3a 04 35 0a 6f 02 c3 04 7e 07 9f,0x6C,0x46ED,0x1B06ED,0a 3a 04 35 0a 6f 02 c3 7f 04 7e 07 9f,아름다운 푸른하늘 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,0x59BD
187,188,0xBC,NAMED_ITEM,MUSIC MAIL,음표 메일,음표메일,음표메일,True,SPACING_NORMALIZATION,PROJECT_ORTHOGRAPHY_NORMALIZATION,NO_CURRENT_MIRROR_ROW,,,,,,9,8,-1,07 8d 0a 35 04 7e 07 9f,0x6C,0x46FB,0x1B06FB,07 8d 0a 35 7f 04 7e 07 9f,네이티의 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,0x59F7
188,189,0xBD,NAMED_ITEM,MIRAGE MAIL,환상의 메일,환상의메일,환상의메일,True,SPACING_NORMALIZATION,PROJECT_ORTHOGRAPHY_NORMALIZATION,NO_CURRENT_MIRROR_ROW,,,,,,11,10,-1,0a af 05 c3 07 97 04 7e 07 9f,0x6C,0x4705,0x1B0705,0a af 05 c3 07 97 7f 04 7e 07 9f,뮤의 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,0x5A28
189,190,0xBE,UNUSED_OR_INTERNAL,TERU-SAMA,?,?,?,False,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE,,,,,,2,2,0,0b 67,0x6C,0x4711,0x1B0711,0b 67,?,0x5A55
190,191,0xBF,TM_OR_HM,TM01,기술머신01,기술머신01,기술머신01,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f6 f7,0x6C,0x4714,0x1B0714,01 b2 06 2a 04 73 06 65 f6 f7,?,0x5A58
191,192,0xC0,TM_OR_HM,TM02,기술머신02,기술머신02,기술머신02,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f6 f8,0x6C,0x471F,0x1B071F,01 b2 06 2a 04 73 06 65 f6 f8,?,0x5A58
192,193,0xC1,TM_OR_HM,TM03,기술머신03,기술머신03,기술머신03,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f6 f9,0x6C,0x472A,0x1B072A,01 b2 06 2a 04 73 06 65 f6 f9,?,0x5A58
193,194,0xC2,TM_OR_HM,TM04,기술머신04,기술머신04,기술머신04,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f6 fa,0x6C,0x4735,0x1B0735,01 b2 06 2a 04 73 06 65 f6 fa,?,0x5A58
194,195,0xC3,UNUSED_OR_INTERNAL,TERU-SAMA,?,?,?,False,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE,,,,,,2,2,0,0b 67,0x6C,0x4740,0x1B0740,0b 67,?,0x5A58
195,196,0xC4,TM_OR_HM,TM05,기술머신05,기술머신05,기술머신05,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f6 fb,0x6C,0x4743,0x1B0743,01 b2 06 2a 04 73 06 65 f6 fb,?,0x5A5B
196,197,0xC5,TM_OR_HM,TM06,기술머신06,기술머신06,기술머신06,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f6 fc,0x6C,0x474E,0x1B074E,01 b2 06 2a 04 73 06 65 f6 fc,?,0x5A5B
197,198,0xC6,TM_OR_HM,TM07,기술머신07,기술머신07,기술머신07,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f6 fd,0x6C,0x4759,0x1B0759,01 b2 06 2a 04 73 06 65 f6 fd,?,0x5A5B
198,199,0xC7,TM_OR_HM,TM08,기술머신08,기술머신08,기술머신08,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f6 fe,0x6C,0x4764,0x1B0764,01 b2 06 2a 04 73 06 65 f6 fe,?,0x5A5B
199,200,0xC8,TM_OR_HM,TM09,기술머신09,기술머신09,기술머신09,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f6 ff,0x6C,0x476F,0x1B076F,01 b2 06 2a 04 73 06 65 f6 ff,?,0x5A5B
200,201,0xC9,TM_OR_HM,TM10,기술머신10,기술머신10,기술머신10,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f7 f6,0x6C,0x477A,0x1B077A,01 b2 06 2a 04 73 06 65 f7 f6,?,0x5A5B
201,202,0xCA,TM_OR_HM,TM11,기술머신11,기술머신11,기술머신11,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f7 f7,0x6C,0x4785,0x1B0785,01 b2 06 2a 04 73 06 65 f7 f7,?,0x5A5B
202,203,0xCB,TM_OR_HM,TM12,기술머신12,기술머신12,기술머신12,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f7 f8,0x6C,0x4790,0x1B0790,01 b2 06 2a 04 73 06 65 f7 f8,?,0x5A5B
203,204,0xCC,TM_OR_HM,TM13,기술머신13,기술머신13,기술머신13,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f7 f9,0x6C,0x479B,0x1B079B,01 b2 06 2a 04 73 06 65 f7 f9,?,0x5A5B
204,205,0xCD,TM_OR_HM,TM14,기술머신14,기술머신14,기술머신14,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f7 fa,0x6C,0x47A6,0x1B07A6,01 b2 06 2a 04 73 06 65 f7 fa,?,0x5A5B
205,206,0xCE,TM_OR_HM,TM15,기술머신15,기술머신15,기술머신15,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f7 fb,0x6C,0x47B1,0x1B07B1,01 b2 06 2a 04 73 06 65 f7 fb,?,0x5A5B
206,207,0xCF,TM_OR_HM,TM16,기술머신16,기술머신16,기술머신16,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f7 fc,0x6C,0x47BC,0x1B07BC,01 b2 06 2a 04 73 06 65 f7 fc,?,0x5A5B
207,208,0xD0,TM_OR_HM,TM17,기술머신17,기술머신17,기술머신17,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f7 fd,0x6C,0x47C7,0x1B07C7,01 b2 06 2a 04 73 06 65 f7 fd,?,0x5A5B
208,209,0xD1,TM_OR_HM,TM18,기술머신18,기술머신18,기술머신18,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f7 fe,0x6C,0x47D2,0x1B07D2,01 b2 06 2a 04 73 06 65 f7 fe,?,0x5A5B
209,210,0xD2,TM_OR_HM,TM19,기술머신19,기술머신19,기술머신19,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f7 ff,0x6C,0x47DD,0x1B07DD,01 b2 06 2a 04 73 06 65 f7 ff,?,0x5A5B
210,211,0xD3,TM_OR_HM,TM20,기술머신20,기술머신20,기술머신20,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f8 f6,0x6C,0x47E8,0x1B07E8,01 b2 06 2a 04 73 06 65 f8 f6,?,0x5A5B
211,212,0xD4,TM_OR_HM,TM21,기술머신21,기술머신21,기술머신21,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f8 f7,0x6C,0x47F3,0x1B07F3,01 b2 06 2a 04 73 06 65 f8 f7,?,0x5A5B
212,213,0xD5,TM_OR_HM,TM22,기술머신22,기술머신22,기술머신22,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f8 f8,0x6C,0x47FE,0x1B07FE,01 b2 06 2a 04 73 06 65 f8 f8,?,0x5A5B
213,214,0xD6,TM_OR_HM,TM23,기술머신23,기술머신23,기술머신23,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f8 f9,0x6C,0x4809,0x1B0809,01 b2 06 2a 04 73 06 65 f8 f9,?,0x5A5B
214,215,0xD7,TM_OR_HM,TM24,기술머신24,기술머신24,기술머신24,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f8 fa,0x6C,0x4814,0x1B0814,01 b2 06 2a 04 73 06 65 f8 fa,?,0x5A5B
215,216,0xD8,TM_OR_HM,TM25,기술머신25,기술머신25,기술머신25,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f8 fb,0x6C,0x481F,0x1B081F,01 b2 06 2a 04 73 06 65 f8 fb,?,0x5A5B
216,217,0xD9,TM_OR_HM,TM26,기술머신26,기술머신26,기술머신26,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f8 fc,0x6C,0x482A,0x1B082A,01 b2 06 2a 04 73 06 65 f8 fc,?,0x5A5B
217,218,0xDA,TM_OR_HM,TM27,기술머신27,기술머신27,기술머신27,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f8 fd,0x6C,0x4835,0x1B0835,01 b2 06 2a 04 73 06 65 f8 fd,?,0x5A5B
218,219,0xDB,TM_OR_HM,TM28,기술머신28,기술머신28,기술머신28,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f8 fe,0x6C,0x4840,0x1B0840,01 b2 06 2a 04 73 06 65 f8 fe,?,0x5A5B
219,220,0xDC,UNUSED_OR_INTERNAL,TERU-SAMA,?,?,?,False,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE,,,,,,2,2,0,0b 67,0x6C,0x484B,0x1B084B,0b 67,?,0x5A5B
220,221,0xDD,TM_OR_HM,TM29,기술머신29,기술머신29,기술머신29,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f8 ff,0x6C,0x484E,0x1B084E,01 b2 06 2a 04 73 06 65 f8 ff,?,0x5A5E
221,222,0xDE,TM_OR_HM,TM30,기술머신30,기술머신30,기술머신30,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f9 f6,0x6C,0x4859,0x1B0859,01 b2 06 2a 04 73 06 65 f9 f6,?,0x5A5E
222,223,0xDF,TM_OR_HM,TM31,기술머신31,기술머신31,기술머신31,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f9 f7,0x6C,0x4864,0x1B0864,01 b2 06 2a 04 73 06 65 f9 f7,?,0x5A5E
223,224,0xE0,TM_OR_HM,TM32,기술머신32,기술머신32,기술머신32,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f9 f8,0x6C,0x486F,0x1B086F,01 b2 06 2a 04 73 06 65 f9 f8,?,0x5A5E
224,225,0xE1,TM_OR_HM,TM33,기술머신33,기술머신33,기술머신33,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f9 f9,0x6C,0x487A,0x1B087A,01 b2 06 2a 04 73 06 65 f9 f9,?,0x5A5E
225,226,0xE2,TM_OR_HM,TM34,기술머신34,기술머신34,기술머신34,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f9 fa,0x6C,0x4885,0x1B0885,01 b2 06 2a 04 73 06 65 f9 fa,?,0x5A5E
226,227,0xE3,TM_OR_HM,TM35,기술머신35,기술머신35,기술머신35,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f9 fb,0x6C,0x4890,0x1B0890,01 b2 06 2a 04 73 06 65 f9 fb,?,0x5A5E
227,228,0xE4,TM_OR_HM,TM36,기술머신36,기술머신36,기술머신36,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f9 fc,0x6C,0x489B,0x1B089B,01 b2 06 2a 04 73 06 65 f9 fc,?,0x5A5E
228,229,0xE5,TM_OR_HM,TM37,기술머신37,기술머신37,기술머신37,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f9 fd,0x6C,0x48A6,0x1B08A6,01 b2 06 2a 04 73 06 65 f9 fd,?,0x5A5E
229,230,0xE6,TM_OR_HM,TM38,기술머신38,기술머신38,기술머신38,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f9 fe,0x6C,0x48B1,0x1B08B1,01 b2 06 2a 04 73 06 65 f9 fe,?,0x5A5E
230,231,0xE7,TM_OR_HM,TM39,기술머신39,기술머신39,기술머신39,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 f9 ff,0x6C,0x48BC,0x1B08BC,01 b2 06 2a 04 73 06 65 f9 ff,?,0x5A5E
231,232,0xE8,TM_OR_HM,TM40,기술머신40,기술머신40,기술머신40,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 fa f6,0x6C,0x48C7,0x1B08C7,01 b2 06 2a 04 73 06 65 fa f6,?,0x5A5E
232,233,0xE9,TM_OR_HM,TM41,기술머신41,기술머신41,기술머신41,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 fa f7,0x6C,0x48D2,0x1B08D2,01 b2 06 2a 04 73 06 65 fa f7,?,0x5A5E
233,234,0xEA,TM_OR_HM,TM42,기술머신42,기술머신42,기술머신42,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 fa f8,0x6C,0x48DD,0x1B08DD,01 b2 06 2a 04 73 06 65 fa f8,?,0x5A5E
234,235,0xEB,TM_OR_HM,TM43,기술머신43,기술머신43,기술머신43,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 fa f9,0x6C,0x48E8,0x1B08E8,01 b2 06 2a 04 73 06 65 fa f9,?,0x5A5E
235,236,0xEC,TM_OR_HM,TM44,기술머신44,기술머신44,기술머신44,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 fa fa,0x6C,0x48F3,0x1B08F3,01 b2 06 2a 04 73 06 65 fa fa,?,0x5A5E
236,237,0xED,TM_OR_HM,TM45,기술머신45,기술머신45,기술머신45,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 fa fb,0x6C,0x48FE,0x1B08FE,01 b2 06 2a 04 73 06 65 fa fb,?,0x5A5E
237,238,0xEE,TM_OR_HM,TM46,기술머신46,기술머신46,기술머신46,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 fa fc,0x6C,0x4909,0x1B0909,01 b2 06 2a 04 73 06 65 fa fc,?,0x5A5E
238,239,0xEF,TM_OR_HM,TM47,기술머신47,기술머신47,기술머신47,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 fa fd,0x6C,0x4914,0x1B0914,01 b2 06 2a 04 73 06 65 fa fd,?,0x5A5E
239,240,0xF0,TM_OR_HM,TM48,기술머신48,기술머신48,기술머신48,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 fa fe,0x6C,0x491F,0x1B091F,01 b2 06 2a 04 73 06 65 fa fe,?,0x5A5E
240,241,0xF1,TM_OR_HM,TM49,기술머신49,기술머신49,기술머신49,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 fa ff,0x6C,0x492A,0x1B092A,01 b2 06 2a 04 73 06 65 fa ff,?,0x5A5E
241,242,0xF2,TM_OR_HM,TM50,기술머신50,기술머신50,기술머신50,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,01 b2 06 2a 04 73 06 65 fb f6,0x6C,0x4935,0x1B0935,01 b2 06 2a 04 73 06 65 fb f6,?,0x5A5E
242,243,0xF3,TM_OR_HM,HM01,비전머신01,비전머신01,비전머신01,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,05 61 07 cc 04 73 06 65 f6 f7,0x6C,0x4940,0x1B0940,05 61 07 cc 04 73 06 65 f6 f7,?,0x5A5E
243,244,0xF4,TM_OR_HM,HM02,비전머신02,비전머신02,비전머신02,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,05 61 07 cc 04 73 06 65 f6 f8,0x6C,0x494B,0x1B094B,05 61 07 cc 04 73 06 65 f6 f8,?,0x5A5E
244,245,0xF5,TM_OR_HM,HM03,비전머신03,비전머신03,비전머신03,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,05 61 07 cc 04 73 06 65 f6 f9,0x6C,0x4956,0x1B0956,05 61 07 cc 04 73 06 65 f6 f9,?,0x5A5E
245,246,0xF6,TM_OR_HM,HM04,비전머신04,비전머신04,비전머신04,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,05 61 07 cc 04 73 06 65 f6 fa,0x6C,0x4961,0x1B0961,05 61 07 cc 04 73 06 65 f6 fa,?,0x5A5E
246,247,0xF7,TM_OR_HM,HM05,비전머신05,비전머신05,비전머신05,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,05 61 07 cc 04 73 06 65 f6 fb,0x6C,0x496C,0x1B096C,05 61 07 cc 04 73 06 65 f6 fb,?,0x5A5E
247,248,0xF8,TM_OR_HM,HM06,비전머신06,비전머신06,비전머신06,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,05 61 07 cc 04 73 06 65 f6 fc,0x6C,0x4977,0x1B0977,05 61 07 cc 04 73 06 65 f6 fc,?,0x5A5E
248,249,0xF9,TM_OR_HM,HM07,비전머신07,비전머신07,비전머신07,False,UNCHANGED,GEN2_MACHINE_LABEL_PRESERVED,NOT_APPLICABLE,,,,,,10,10,0,05 61 07 cc 04 73 06 65 f6 fd,0x6C,0x4982,0x1B0982,05 61 07 cc 04 73 06 65 f6 fd,?,0x5A5E
249,250,0xFA,UNUSED_OR_INTERNAL,TERU-SAMA,?,?,?,False,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE,,,,,,2,2,0,0b 67,0x6C,0x498D,0x1B098D,0b 67,?,0x5A61
250,251,0xFB,UNUSED_OR_INTERNAL,TERU-SAMA,?,?,?,False,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE,,,,,,2,2,0,0b 67,0x6C,0x4990,0x1B0990,0b 67,?,0x5A61
251,252,0xFC,UNUSED_OR_INTERNAL,TERU-SAMA,?,?,?,False,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE,,,,,,2,2,0,0b 67,0x6C,0x4993,0x1B0993,0b 67,?,0x5A64
252,253,0xFD,UNUSED_OR_INTERNAL,TERU-SAMA,?,?,?,False,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE,,,,,,2,2,0,0b 67,0x6C,0x4996,0x1B0996,0b 67,?,0x5A67
253,254,0xFE,UNUSED_OR_INTERNAL,TERU-SAMA,?,?,?,False,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE,,,,,,2,2,0,0b 67,0x6C,0x4999,0x1B0999,0b 67,?,0x5A6A
254,255,0xFF,UNUSED_OR_INTERNAL,TERU-SAMA,?,?,?,False,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE,,,,,,2,2,0,0b 67,0x6C,0x499C,0x1B099C,0b 67,?,0x5A6D
255,0,0x00,UNUSED_OR_INTERNAL,?,<?>,<?>,<?>,False,UNCHANGED,UNUSED_OR_INTERNAL_SLOT_PRESERVED,NOT_APPLICABLE,,,,,,1,1,0,e6,0x6C,0x499F,0x1B099F,e6,?,0x5A6D
