version,pool_record_index_zero_based,bank_hex,bank_offset_hex,cpu_address_hex,file_offset_hex,record_length,description,next_count,reference_count,referencing_slots,referencing_item_ids_hex,raw_hex,record_raw_hex,undefined_code_count
KOREAN_GOLD,183,0x6E,0x1913,0x5913,0x1B9913,58,하트마크의 귀여운 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,1,1,183,0xB8,0a 6f 09 de 04 46 09 79 07 97 7f 01 9d 07 09 07 4e 7f 0a 1d 08 26 08 26 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9,0a 6f 09 de 04 46 09 79 07 97 7f 01 9d 07 09 07 4e 7f 0a 1d 08 26 08 26 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9 50,0
KOREAN_GOLD,184,0x6E,0x194D,0x594D,0x1B994D,56,이브이의 실루엣 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,1,1,184,0xB9,07 9c 05 4a 07 9c 07 97 7f 06 67 04 17 07 07 7f 0a 1d 08 26 08 26 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9,07 9c 05 4a 07 9c 07 97 7f 06 67 04 17 07 07 7f 0a 1d 08 26 08 26 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9 50,0
KOREAN_GOLD,185,0x6E,0x1985,0x5985,0x1B9985,56,메타몽의 실루엣 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,1,1,185,0xBA,04 7e 09 88 04 99 07 97 7f 06 67 04 17 07 07 7f 0a 1d 08 26 08 26 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9,04 7e 09 88 04 99 07 97 7f 06 67 04 17 07 07 7f 0a 1d 08 26 08 26 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9 50,0
KOREAN_GOLD,186,0x6E,0x19BD,0x59BD,0x1B99BD,58,아름다운 푸른하늘 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,1,1,186,0xBB,06 c6 04 37 02 d9 07 4e 7f 0a 3a 04 35 0a 6f 02 c3 7f 0a 1d 08 26 08 26 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9,06 c6 04 37 02 d9 07 4e 7f 0a 3a 04 35 0a 6f 02 c3 7f 0a 1d 08 26 08 26 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9 50,0
KOREAN_GOLD,187,0x6E,0x19F7,0x59F7,0x1B99F7,49,네이티의 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,1,1,187,0xBC,02 77 07 9c 09 ec 07 97 7f 0a 1d 08 26 08 26 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9,02 77 07 9c 09 ec 07 97 7f 0a 1d 08 26 08 26 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9 50,0
KOREAN_GOLD,188,0x6E,0x1A28,0x5A28,0x1B9A28,45,뮤의 편지지<NEXT>쓴 메일을 포켓몬에게 지니게 한다,1,1,188,0xBD,04 c2 07 97 7f 0a 1d 08 26 08 26 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9,04 c2 07 97 7f 0a 1d 08 26 08 26 59 06 b4 7f 04 7e 07 9f 07 8b 7f 0a 27 09 2f 04 93 07 01 01 34 7f 08 26 02 cf 01 34 7f 0a 71 02 d9 50,0
KOREAN_GOLD,189,0x6E,0x1A55,0x5A55,0x1B9A55,3,?,0,1,189,0xBE,0b 67,0b 67 50,0
KOREAN_GOLD,190,0x6E,0x1A58,0x5A58,0x1B9A58,3,?,0,5,190 191 192 193 194,0xBF 0xC0 0xC1 0xC2 0xC3,0b 67,0b 67 50,0
KOREAN_GOLD,191,0x6E,0x1A5B,0x5A5B,0x1B9A5B,3,?,0,25,195 196 197 198 199 200 201 202 203 204 205 206 207 208 209 210 211 212 213 214 215 216 217 218 219,0xC4 0xC5 0xC6 0xC7 0xC8 0xC9 0xCA 0xCB 0xCC 0xCD 0xCE 0xCF 0xD0 0xD1 0xD2 0xD3 0xD4 0xD5 0xD6 0xD7 0xD8 0xD9 0xDA 0xDB 0xDC,0b 67,0b 67 50,0
KOREAN_GOLD,192,0x6E,0x1A5E,0x5A5E,0x1B9A5E,3,?,0,29,220 221 222 223 224 225 226 227 228 229 230 231 232 233 234 235 236 237 238 239 240 241 242 243 244 245 246 247 248,0xDD 0xDE 0xDF 0xE0 0xE1 0xE2 0xE3 0xE4 0xE5 0xE6 0xE7 0xE8 0xE9 0xEA 0xEB 0xEC 0xED 0xEE 0xEF 0xF0 0xF1 0xF2 0xF3 0xF4 0xF5 0xF6 0xF7 0xF8 0xF9,0b 67,0b 67 50,0
KOREAN_GOLD,193,0x6E,0x1A61,0x5A61,0x1B9A61,3,?,0,2,249 250,0xFA 0xFB,0b 67,0b 67 50,0
KOREAN_GOLD,194,0x6E,0x1A64,0x5A64,0x1B9A64,3,?,0,1,251,0xFC,0b 67,0b 67 50,0
KOREAN_GOLD,195,0x6E,0x1A67,0x5A67,0x1B9A67,3,?,0,1,252,0xFD,0b 67,0b 67 50,0
KOREAN_GOLD,196,0x6E,0x1A6A,0x5A6A,0x1B9A6A,3,?,0,1,253,0xFE,0b 67,0b 67 50,0
KOREAN_GOLD,197,0x6E,0x1A6D,0x5A6D,0x1B9A6D,3,?,0,2,254 255,0xFF 0x00,0b 67,0b 67 50,0
