national_dex,identifier,source_species_token,introduced_generation,hp,attack,defense,speed,sp_attack,sp_defense,type1_token,type2_token,type1_id,type2_id,catch_rate,base_exp,held_item_common,held_item_rare,held_item_common_id,held_item_rare_id,gender_token,gender_threshold,hatch_cycles,friendship_base,friendship_source_token,growth_token,growth_id,egg_group1_token,egg_group2_token,egg_group1_id,egg_group2_id,tmhm_tokens,tmhm_flag_count,tmhm_bits_hex,source_path
110,weezing,WEEZING,1,65,90,120,60,85,70,POISON,POISON,3,3,60,173,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_INDETERMINATE,EGG_INDETERMINATE,11,11,CURSE|ROLLOUT|TOXIC|ZAP_CANNON|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|ENDURE|FRUSTRATION|THUNDER|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|FIRE_BLAST|REST|ATTRACT|THIEF|FLAMETHROWER|THUNDERBOLT,60,6c5619852e380006,pokecrystal/data/pokemon/base_stats/weezing.asm
111,rhyhorn,RHYHORN,1,80,85,95,25,30,30,GROUND,ROCK,4,5,120,135,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_MONSTER,EGG_GROUND,1,5,HEADBUTT|CURSE|ROLLOUT|ROAR|TOXIC|ZAP_CANNON|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|ICY_WIND|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|REST|ATTRACT|STRENGTH|FLAMETHROWER|THUNDERBOLT|ICE_BEAM,60,feb659cf3618200e,pokecrystal/data/pokemon/base_stats/rhyhorn.asm
112,rhydon,RHYDON,1,105,130,120,40,45,45,GROUND,ROCK,4,5,60,204,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_MONSTER,EGG_GROUND,1,5,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|ROAR|TOXIC|ZAP_CANNON|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|EARTHQUAKE|RETURN|DIG|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|THUNDERPUNCH|REST|ATTRACT|FIRE_PUNCH|FURY_CUTTER|SURF|STRENGTH|FLAMETHROWER|THUNDERBOLT|ICE_BEAM,60,fff659cf3699310e,pokecrystal/data/pokemon/base_stats/rhydon.asm
113,chansey,CHANSEY,1,250,5,5,50,35,105,NORMAL,NORMAL,0,0,30,255,NO_ITEM,LUCKY_EGG,0,126,GENDER_F100,254,40,70,BASE_HAPPINESS,GROWTH_FAST,4,EGG_FAIRY,EGG_FAIRY,6,6,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|SOLARBEAM|IRON_TAIL|THUNDER|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|DEFENSE_CURL|DREAM_EATER|REST|ATTRACT|STRENGTH|FLASH|FLAMETHROWER|THUNDERBOLT|ICE_BEAM,60,eff77bf5b61a600e,pokecrystal/data/pokemon/base_stats/chansey.asm
114,tangela,TANGELA,1,65,55,115,60,100,40,GRASS,GRASS,11,11,45,166,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_PLANT,EGG_PLANT,7,7,HEADBUTT|CURSE|TOXIC|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SWEET_SCENT|SNORE|HYPER_BEAM|PROTECT|GIGA_DRAIN|ENDURE|FRUSTRATION|SOLARBEAM|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SLUDGE_BOMB|REST|ATTRACT|THIEF|CUT|FLASH,60,265f3d840e384400,pokecrystal/data/pokemon/base_stats/tangela.asm
115,kangaskhan,KANGASKHAN,1,105,95,80,90,40,80,NORMAL,NORMAL,0,0,45,175,NO_ITEM,NO_ITEM,0,0,GENDER_F100,254,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_MONSTER,EGG_MONSTER,1,1,DYNAMICPUNCH|HEADBUTT|CURSE|ROAR|TOXIC|ZAP_CANNON|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|EARTHQUAKE|RETURN|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|THUNDERPUNCH|REST|ATTRACT|FIRE_PUNCH|FURY_CUTTER|SURF|STRENGTH|FLAMETHROWER|THUNDERBOLT|ICE_BEAM,60,f7f65be73799310e,pokecrystal/data/pokemon/base_stats/kangaskhan.asm
116,horsea,HORSEA,1,30,40,70,60,70,25,WATER,WATER,10,10,225,83,NO_ITEM,DRAGON_SCALE,0,151,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_WATER_1,EGG_DRAGON,2,14,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|DRAGONBREATH|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|REST|ATTRACT|SURF|WHIRLPOOL|WATERFALL|ICE_BEAM,60,26b29b8446189009,pokecrystal/data/pokemon/base_stats/horsea.asm
117,seadra,SEADRA,1,55,65,95,85,95,45,WATER,WATER,10,10,75,155,NO_ITEM,DRAGON_SCALE,0,151,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_WATER_1,EGG_DRAGON,2,14,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|DRAGONBREATH|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|REST|ATTRACT|SURF|WHIRLPOOL|WATERFALL|ICE_BEAM,60,26f29b8446189009,pokecrystal/data/pokemon/base_stats/seadra.asm
118,goldeen,GOLDEEN,1,45,67,60,63,35,50,WATER,WATER,10,10,225,111,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_WATER_2,EGG_WATER_2,12,12,CURSE|TOXIC|HIDDEN_POWER|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|REST|ATTRACT|SURF|WATERFALL|ICE_BEAM,60,24b21b8446181009,pokecrystal/data/pokemon/base_stats/goldeen.asm
119,seaking,SEAKING,1,80,92,65,68,65,80,WATER,WATER,10,10,60,170,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_WATER_2,EGG_WATER_2,12,12,CURSE|TOXIC|HIDDEN_POWER|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|REST|ATTRACT|SURF|WATERFALL|ICE_BEAM,60,24f21b8446181009,pokecrystal/data/pokemon/base_stats/seaking.asm
120,staryu,STARYU,1,30,45,55,85,70,55,WATER,WATER,10,10,225,106,STARDUST,STAR_PIECE,131,132,GENDER_UNKNOWN,255,20,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_WATER_3,EGG_WATER_3,9,9,CURSE|TOXIC|ZAP_CANNON|PSYCH_UP|HIDDEN_POWER|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|THUNDER|RETURN|PSYCHIC_M|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|REST|ATTRACT|SURF|FLASH|WHIRLPOOL|WATERFALL|THUNDERBOLT|ICE_BEAM,60,64b31b954618d00d,pokecrystal/data/pokemon/base_stats/staryu.asm
121,starmie,STARMIE,1,60,75,85,115,100,85,WATER,PSYCHIC_TYPE,10,13,60,207,STARDUST,STAR_PIECE,131,132,GENDER_UNKNOWN,255,20,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_WATER_3,EGG_WATER_3,9,9,CURSE|TOXIC|ZAP_CANNON|PSYCH_UP|HIDDEN_POWER|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|THUNDER|RETURN|PSYCHIC_M|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DREAM_EATER|REST|ATTRACT|NIGHTMARE|SURF|FLASH|WHIRLPOOL|WATERFALL|THUNDERBOLT|ICE_BEAM,60,64f31b95461ad20d,pokecrystal/data/pokemon/base_stats/starmie.asm
122,mr__mime,MR__MIME,1,40,45,65,90,100,120,PSYCHIC_TYPE,PSYCHIC_TYPE,13,13,45,136,NO_ITEM,MYSTERYBERRY,0,150,GENDER_F50,127,25,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_HUMANSHAPE,EGG_HUMANSHAPE,8,8,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ZAP_CANNON|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|ENDURE|FRUSTRATION|SOLARBEAM|THUNDER|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|THUNDERPUNCH|DREAM_EATER|REST|ATTRACT|THIEF|FIRE_PUNCH|NIGHTMARE|FLASH|THUNDERBOLT,60,675739f507bb4204,pokecrystal/data/pokemon/base_stats/mr__mime.asm
123,scyther,SCYTHER,1,70,110,80,105,55,80,BUG,FLYING,6,2,45,187,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,25,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_BUG,EGG_BUG,3,3,HEADBUTT|CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|ENDURE|FRUSTRATION|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DETECT|REST|ATTRACT|THIEF|STEEL_WING|FURY_CUTTER|CUT,60,a6561984467c0500,pokecrystal/data/pokemon/base_stats/scyther.asm
124,jynx,JYNX,1,65,50,35,95,115,95,ICE,PSYCHIC_TYPE,14,13,45,137,ICE_BERRY,ICE_BERRY,80,80,GENDER_F100,254,25,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_HUMANSHAPE,EGG_HUMANSHAPE,8,8,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|PSYCH_UP|HIDDEN_POWER|SWEET_SCENT|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|DREAM_EATER|REST|ATTRACT|THIEF|NIGHTMARE|ICE_BEAM,60,27fb1bf4073a0208,pokecrystal/data/pokemon/base_stats/jynx.asm
125,electabuzz,ELECTABUZZ,1,65,83,57,105,95,85,ELECTRIC,ELECTRIC,12,12,45,156,NO_ITEM,NO_ITEM,0,0,GENDER_F25,63,25,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_HUMANSHAPE,EGG_HUMANSHAPE,8,8,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ZAP_CANNON|ROCK_SMASH|HIDDEN_POWER|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|RETURN|PSYCHIC_M|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SWIFT|THUNDERPUNCH|DETECT|REST|ATTRACT|THIEF|FIRE_PUNCH|STRENGTH|FLASH|THUNDERBOLT,60,e7525bd547bd6004,pokecrystal/data/pokemon/base_stats/electabuzz.asm
126,magmar,MAGMAR,1,65,95,57,93,100,85,FIRE,FIRE,9,9,45,167,BURNT_BERRY,BURNT_BERRY,79,79,GENDER_F25,63,25,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_HUMANSHAPE,EGG_HUMANSHAPE,8,8,DYNAMICPUNCH|HEADBUTT|CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|PSYCHIC_M|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|THUNDERPUNCH|DETECT|REST|ATTRACT|THIEF|FIRE_PUNCH|STRENGTH|FLAMETHROWER,60,a75659d426bd2002,pokecrystal/data/pokemon/base_stats/magmar.asm
127,pinsir,PINSIR,1,65,125,100,85,55,70,BUG,BUG,6,6,45,200,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,25,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_BUG,EGG_BUG,3,3,HEADBUTT|CURSE|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|ENDURE|FRUSTRATION|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|REST|ATTRACT|THIEF|FURY_CUTTER|CUT|STRENGTH,60,a656198406382500,pokecrystal/data/pokemon/base_stats/pinsir.asm
128,tauros,TAUROS,1,75,100,95,110,40,70,NORMAL,NORMAL,0,0,45,211,NO_ITEM,NO_ITEM,0,0,GENDER_F0,0,20,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|TOXIC|ZAP_CANNON|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|EARTHQUAKE|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|REST|ATTRACT|SURF|STRENGTH|FLAMETHROWER|THUNDERBOLT|ICE_BEAM,60,e6f659872618300e,pokecrystal/data/pokemon/base_stats/tauros.asm
129,magikarp,MAGIKARP,1,20,10,55,80,15,20,WATER,WATER,10,10,255,20,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,5,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_WATER_2,EGG_DRAGON,12,14,,60,0000000000000000,pokecrystal/data/pokemon/base_stats/magikarp.asm
130,gyarados,GYARADOS,1,95,125,79,81,60,100,WATER,FLYING,10,2,45,214,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,5,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_WATER_2,EGG_DRAGON,12,14,HEADBUTT|CURSE|ROAR|TOXIC|ZAP_CANNON|ROCK_SMASH|HIDDEN_POWER|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|DRAGONBREATH|THUNDER|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|REST|ATTRACT|SURF|STRENGTH|WHIRLPOOL|WATERFALL|FLAMETHROWER|THUNDERBOLT|ICE_BEAM,60,f6f29b853618b00f,pokecrystal/data/pokemon/base_stats/gyarados.asm
131,lapras,LAPRAS,1,130,85,80,60,85,95,WATER,ICE,10,14,45,219,NO_ITEM,NO_ITEM,0,0,GENDER_F50,127,40,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_MONSTER,EGG_WATER_1,1,2,HEADBUTT|CURSE|TOXIC|ZAP_CANNON|ROCK_SMASH|HIDDEN_POWER|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|DRAGONBREATH|THUNDER|RETURN|PSYCHIC_M|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|DREAM_EATER|REST|ATTRACT|NIGHTMARE|SURF|STRENGTH|WHIRLPOOL|THUNDERBOLT|ICE_BEAM,60,e6f2db95061ab20c,pokecrystal/data/pokemon/base_stats/lapras.asm
132,ditto,DITTO,1,48,48,48,48,48,48,NORMAL,NORMAL,0,0,35,61,NO_ITEM,NO_ITEM,0,0,GENDER_UNKNOWN,255,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_DITTO,EGG_DITTO,13,13,,60,0000000000000000,pokecrystal/data/pokemon/base_stats/ditto.asm
133,eevee,EEVEE,1,55,55,50,55,45,65,NORMAL,NORMAL,0,0,45,92,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,35,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DETECT|REST|ATTRACT,60,26165be4461c0000,pokecrystal/data/pokemon/base_stats/eevee.asm
134,vaporeon,VAPOREON,1,130,65,60,65,110,95,WATER,WATER,10,10,45,196,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,35,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|ROAR|TOXIC|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DETECT|REST|ATTRACT|SURF|WHIRLPOOL|WATERFALL|ICE_BEAM,60,36f65be4461c9009,pokecrystal/data/pokemon/base_stats/vaporeon.asm
135,jolteon,JOLTEON,1,65,65,60,130,110,95,ELECTRIC,ELECTRIC,12,12,45,197,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,35,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|ROAR|TOXIC|ZAP_CANNON|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|RETURN|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DETECT|REST|ATTRACT|FLASH|THUNDERBOLT,60,76565be5461c4004,pokecrystal/data/pokemon/base_stats/jolteon.asm
136,flareon,FLAREON,1,65,130,60,65,95,110,FIRE,FIRE,9,9,45,198,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,35,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_GROUND,EGG_GROUND,5,5,HEADBUTT|CURSE|ROAR|TOXIC|ZAP_CANNON|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|RETURN|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|FIRE_BLAST|SWIFT|DETECT|REST|ATTRACT|FLAMETHROWER,60,76565be4661c0002,pokecrystal/data/pokemon/base_stats/flareon.asm
137,porygon,PORYGON,1,65,60,70,40,85,75,NORMAL,NORMAL,0,0,45,130,NO_ITEM,NO_ITEM,0,0,GENDER_UNKNOWN,255,20,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_MINERAL,EGG_MINERAL,10,10,CURSE|TOXIC|ZAP_CANNON|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|THUNDER|RETURN|PSYCHIC_M|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SWIFT|DREAM_EATER|REST|THIEF|NIGHTMARE|FLASH|THUNDERBOLT|ICE_BEAM,60,64f75b95462a420c,pokecrystal/data/pokemon/base_stats/porygon.asm
138,omanyte,OMANYTE,1,35,40,100,35,90,55,ROCK,WATER,5,10,45,120,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,30,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_WATER_1,EGG_WATER_3,2,9,HEADBUTT|CURSE|ROLLOUT|TOXIC|ROCK_SMASH|HIDDEN_POWER|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|REST|ATTRACT|THIEF|SURF|WHIRLPOOL|ICE_BEAM,60,aeb21b8416389008,pokecrystal/data/pokemon/base_stats/omanyte.asm
139,omastar,OMASTAR,1,70,60,125,55,115,70,ROCK,WATER,5,10,45,199,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,30,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_WATER_1,EGG_WATER_3,2,9,HEADBUTT|CURSE|ROLLOUT|TOXIC|ROCK_SMASH|HIDDEN_POWER|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|REST|ATTRACT|THIEF|SURF|WHIRLPOOL|ICE_BEAM,60,aef21b8416389008,pokecrystal/data/pokemon/base_stats/omastar.asm
140,kabuto,KABUTO,1,30,80,90,55,55,45,ROCK,WATER,5,10,45,119,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,30,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_WATER_1,EGG_WATER_3,2,9,CURSE|ROLLOUT|TOXIC|ROCK_SMASH|HIDDEN_POWER|SNORE|BLIZZARD|ICY_WIND|PROTECT|RAIN_DANCE|GIGA_DRAIN|ENDURE|FRUSTRATION|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|REST|ATTRACT|THIEF|ICE_BEAM,60,acb21f8416380008,pokecrystal/data/pokemon/base_stats/kabuto.asm
141,kabutops,KABUTOPS,1,60,115,105,80,65,70,ROCK,WATER,5,10,45,201,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,30,70,BASE_HAPPINESS,GROWTH_MEDIUM_FAST,0,EGG_WATER_1,EGG_WATER_3,2,9,HEADBUTT|CURSE|ROLLOUT|TOXIC|ROCK_SMASH|HIDDEN_POWER|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|GIGA_DRAIN|ENDURE|FRUSTRATION|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|REST|ATTRACT|THIEF|FURY_CUTTER|CUT|SURF|WHIRLPOOL|ICE_BEAM,60,aef21f8416389508,pokecrystal/data/pokemon/base_stats/kabutops.asm
142,aerodactyl,AERODACTYL,1,80,105,65,130,60,75,ROCK,FLYING,5,2,45,202,NO_ITEM,NO_ITEM,0,0,GENDER_F12_5,31,35,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_FLYING,EGG_FLYING,4,4,HEADBUTT|CURSE|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|IRON_TAIL|DRAGONBREATH|EARTHQUAKE|RETURN|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|SWIFT|DETECT|REST|ATTRACT|STEEL_WING|FLY|FLAMETHROWER,60,b652db86765c0802,pokecrystal/data/pokemon/base_stats/aerodactyl.asm
143,snorlax,SNORLAX,1,160,110,65,30,65,110,NORMAL,NORMAL,0,0,25,154,LEFTOVERS,LEFTOVERS,146,146,GENDER_F12_5,31,40,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_MONSTER,EGG_MONSTER,1,1,DYNAMICPUNCH|HEADBUTT|CURSE|ROLLOUT|TOXIC|ZAP_CANNON|ROCK_SMASH|PSYCH_UP|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|SOLARBEAM|THUNDER|EARTHQUAKE|RETURN|PSYCHIC_M|SHADOW_BALL|MUD_SLAP|DOUBLE_TEAM|ICE_PUNCH|SWAGGER|SLEEP_TALK|SANDSTORM|FIRE_BLAST|DEFENSE_CURL|THUNDERPUNCH|REST|ATTRACT|FIRE_PUNCH|SURF|STRENGTH|FLAMETHROWER|THUNDERBOLT|ICE_BEAM,60,eff73bf7b799300e,pokecrystal/data/pokemon/base_stats/snorlax.asm
144,articuno,ARTICUNO,1,90,85,100,85,95,125,ICE,FLYING,14,2,3,215,NO_ITEM,NO_ITEM,0,0,GENDER_UNKNOWN,255,80,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_NONE,EGG_NONE,15,15,CURSE|ROAR|TOXIC|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|BLIZZARD|HYPER_BEAM|ICY_WIND|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|SWIFT|DETECT|REST|STEEL_WING|FLY|ICE_BEAM,60,b4f61bc4564c0808,pokecrystal/data/pokemon/base_stats/articuno.asm
145,zapdos,ZAPDOS,1,90,90,85,100,125,90,ELECTRIC,FLYING,12,2,3,216,NO_ITEM,NO_ITEM,0,0,GENDER_UNKNOWN,255,80,70,BASE_HAPPINESS,GROWTH_SLOW,5,EGG_NONE,EGG_NONE,15,15,CURSE|ROAR|TOXIC|ZAP_CANNON|ROCK_SMASH|HIDDEN_POWER|SUNNY_DAY|SNORE|HYPER_BEAM|PROTECT|RAIN_DANCE|ENDURE|FRUSTRATION|THUNDER|RETURN|MUD_SLAP|DOUBLE_TEAM|SWAGGER|SLEEP_TALK|SANDSTORM|SWIFT|DETECT|REST|STEEL_WING|FLY|FLASH|THUNDERBOLT,60,f4561bc5564c4804,pokecrystal/data/pokemon/base_stats/zapdos.asm
