slot_index_zero_based,lookup_species_byte_hex,slot_kind,national_dex_number,original_gs_korean,latest_official_korean,final_korean,name_changed,change_reason,verification_status,official_source,official_index_source,source_accessed_date,encoded_length_bytes,encoded_hex,fixed_slot_capacity_bytes,fits_fixed_slot,bank_hex,cpu_address_hex,file_offset_hex,original_raw_hex
244,0xF5,NATIONAL_DEX_SPECIES,245,스이쿤,스이쿤,스이쿤,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/328,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,06 4a 07 9c 09 4f,10,True,0x6C,0x55D2,0x1B15D2,06 4a 07 9c 09 4f
245,0xF6,NATIONAL_DEX_SPECIES,246,애버라스,애버라스,애버라스,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/329,https://pokemonkorea.co.kr/pokedex,2026-09-10,8,06 d6 04 f6 03 c3 06 4a,10,True,0x6C,0x55DC,0x1B15DC,06 d6 04 f6 03 c3 06 4a
246,0xF7,NATIONAL_DEX_SPECIES,247,데기라스,데기라스,데기라스,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/330,https://pokemonkorea.co.kr/pokedex,2026-09-10,8,03 05 01 b2 03 c3 06 4a,10,True,0x6C,0x55E6,0x1B15E6,03 05 01 b2 03 c3 06 4a
247,0xF8,NATIONAL_DEX_SPECIES,248,마기라스,마기라스,마기라스,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/331,https://pokemonkorea.co.kr/pokedex,2026-09-10,8,04 46 01 b2 03 c3 06 4a,10,True,0x6C,0x55F0,0x1B15F0,04 46 01 b2 03 c3 06 4a
248,0xF9,NATIONAL_DEX_SPECIES,249,루기아,루기아,루기아,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/333,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,04 17 01 b2 06 c6,10,True,0x6C,0x55FA,0x1B15FA,04 17 01 b2 06 c6
249,0xFA,NATIONAL_DEX_SPECIES,250,칠색조,칠색조,칠색조,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/334,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,09 05 05 c6 07 e6,10,True,0x6C,0x5604,0x1B1604,09 05 05 c6 07 e6
250,0xFB,NATIONAL_DEX_SPECIES,251,세레비,세레비,세레비,False,,OFFICIAL_VERIFIED_CURRENT,https://pokemonkorea.co.kr/pokedex/view/335,https://pokemonkorea.co.kr/pokedex,2026-09-10,6,05 ec 03 e9 05 61,10,True,0x6C,0x560E,0x1B160E,05 ec 03 e9 05 61
251,0xFC,RESERVED_FC,,?,,?,False,INTERNAL_SLOT_PRESERVED_PENDING_ENGINE_AUDIT,INTERNAL_NON_POKEDEX_SLOT,,,,2,0b 67,10,True,0x6C,0x5618,0x1B1618,0b 67
252,0xFD,EGG_FD,,알,,알,False,INTERNAL_SLOT_PRESERVED_PENDING_ENGINE_AUDIT,INTERNAL_NON_POKEDEX_SLOT,,,,2,06 cb,10,True,0x6C,0x5622,0x1B1622,06 cb
253,0xFE,RESERVED_FE,,?,,?,False,INTERNAL_SLOT_PRESERVED_PENDING_ENGINE_AUDIT,INTERNAL_NON_POKEDEX_SLOT,,,,2,0b 67,10,True,0x6C,0x562C,0x1B162C,0b 67
254,0xFF,RESERVED_FF,,?,,?,False,INTERNAL_SLOT_PRESERVED_PENDING_ENGINE_AUDIT,INTERNAL_NON_POKEDEX_SLOT,,,,2,0b 67,10,True,0x6C,0x5636,0x1B1636,0b 67
255,0x00,NO_MON_00_LOOKUP_UNDERFLOW,,?,,?,False,INTERNAL_SLOT_PRESERVED_PENDING_ENGINE_AUDIT,INTERNAL_NON_POKEDEX_SLOT,,,,2,0b 67,10,True,0x6C,0x5640,0x1B1640,0b 67
